word,tf,df,tfidf
dwt,1055,182,3974.249092996335
explanation,1839,907,3973.9410540665763
symposium,2315,1415,3972.9627853357492
identical,2380,1483,3972.803329894094
server,1574,631,3972.400720924439
differential,1600,658,3970.9800118508356
optimal-solution,1583,641,3970.2241252074773
aforementioned,2159,1252,3969.4723861885464
mathematics,2125,1216,3968.958924437701
usage,1981,1063,3966.39199663287
nmi,857,77,3965.5635484647933
training-time,1784,853,3964.597277972892
hash-method,875,85,3962.364159461551
low-resolution,1704,770,3961.2494782989493
natural-scene,1550,612,3959.219492140633
xiao,2067,1160,3958.082083623681
slow,2066,1159,3957.9489940805697
tech,2653,1771,3957.659975918375
artificial,1916,998,3957.141935197918
exist-method,2096,1192,3956.576422959841
longer,2332,1444,3954.8274181593692
circuit,1852,931,3953.6647150147014
multilevel,1527,592,3951.2053474760237
transaction-vol,1375,445,3950.365590278043
nonlinearity,1786,862,3950.2965321701554
probability-distribution,1827,906,3950.0253984230044
imbalance,1418,486,3948.929799431203
xie,2026,1121,3948.8583977270173
collaborative,1581,648,3948.0364297024867
affective,1052,185,3945.7486175637605
redundancy,1601,671,3942.1395811184125
image-video,2104,1209,3941.8831093987924
image-region,1758,838,3938.006736643511
dice-score,1028,171,3936.627190931854
weather,1257,345,3931.2964382778173
real-world,2014,1118,3930.8663610243284
parse,1354,432,3930.177065560724
opt,1409,484,3929.67638760978
digital-image,1849,940,3929.4718048524055
figs,1451,525,3928.8279745798154
read,1818,907,3928.56162930562
prostate,1013,163,3927.7223620183563
oracle,1075,205,3921.661769063207
contextual-information,1459,536,3920.2356521078186
slic,1020,169,3917.9920982851963
recall-precision,1271,361,3917.462829587394
hash-function,921,112,3916.6156506094726
eigen,1541,621,3913.733725826659
fundus-image,924,114,3913.0189470719365
network-structure,1646,731,3911.9724494048837
recursive,1502,584,3906.952016767601
meet,2503,1654,3904.969254560577
div,904,105,3902.664808071408
ray,1400,485,3901.6859669124487
spatial-temporal,1467,551,3901.2409675926497
lagrangian,1344,432,3901.150647055844
ieee-computer,2167,1301,3900.987806795839
intell-vol,1410,495,3900.778643390393
phone,1552,638,3899.755649161089
algo-rithm,2290,1434,3899.5137162410792
planar,1365,453,3897.3143025849604
team,1535,622,3896.0254760991165
grass,1172,285,3889.37371891915
essential,2463,1624,3887.648258059778
located,2151,1292,3887.1167426919055
scanning,1512,602,3887.0647100559813
retrain,1573,667,3882.6003389003004
lim,1886,1005,3882.0002299985904
nvidia,2440,1604,3881.580426745736
computation-time,1610,707,3880.159204265182
line-segment,1092,226,3877.181423890105
straight,1557,653,3876.13641182246
fan,1878,1000,3874.90023601041
training-test,1859,980,3873.25413787843
texture-feature,1426,521,3872.042608091658
change-detection,1041,191,3871.2645651235634
proposed,2061,1204,3869.8630573113087
neighbour,1446,542,3869.208878324873
image-datum,1966,1100,3869.0918925731035
universal,1649,754,3868.0181916240954
face-verification,1348,447,3866.7499218717658
pro-pose,2493,1670,3865.367913569972
michael,1755,871,3863.501685598674
image-database,2079,1228,3862.6267611219782
bus,1272,378,3862.0123652391017
bidirectional,1325,427,3861.4255387920907
taylor,1668,779,3858.178063292717
feng,2072,1223,3858.074987909068
transportation,1315,419,3857.1534222350865
discriminant,1529,632,3856.4102301708194
maximal,1711,828,3853.2648805174254
yao,1815,943,3851.432098319017
processing-system,2187,1353,3851.2803416975657
svm-classifier,1590,699,3850.052547432264
impulse,1095,234,3849.7422240949545
fig-fig,1783,909,3849.001940340871
minute,1807,937,3845.9901707840563
insight,2128,1292,3845.552965340946
test-datum,1744,868,3845.3032627811135
zoom,1528,636,3844.247641598926
horse,1259,372,3842.686542833809
geoscience-remote,1270,382,3842.571474259403
planning,1398,504,3842.3906565836874
publication,1729,853,3842.3703439546694
malignant,1063,212,3842.193477395862
lung-nodule,909,115,3841.556997125275
haze,837,80,3841.0271529967195
cla,1995,1148,3840.955269395892
human-body,1375,482,3840.544571437047
nlm,825,75,3839.2029432865174
college,1848,986,3839.0556834712315
icp,928,126,3837.0809734924073
momentum,1902,1047,3837.0628993926725
worker,994,166,3835.925172473293
worth,2171,1347,3832.7534415004657
pretraining,1351,462,3830.7639418756235
human-activity,1198,322,3829.4260400388416
yale,1006,175,3829.1191535974267
number-parameter,1636,758,3828.8683108547784
crucial,2492,1694,3828.2591522920634
foreground-object,1201,325,3827.8779499392244
electronic,2135,1312,3825.4064668018973
abnormality,1172,301,3825.3578079083263
image-caption,1086,233,3822.7514778906984
shade,1112,253,3822.697880405081
crossentropy,1658,785,3822.3262093345706
luminance,1323,438,3821.946603014516
consistently,2126,1306,3819.025492032286
biological,1711,846,3816.4677633843567
microsoft,1749,889,3814.5168854286053
cam,1441,558,3813.9069144214714
attention-map,906,117,3813.257514564506
drawback,2267,1467,3808.770061555507
shrinkage,1311,431,3808.401706051756
nov,2263,1463,3808.2285343421768
pixellevel,1423,542,3807.6654452671464
fft,1141,280,3806.6930103772
splitting,1549,675,3804.893504434458
input-output,1971,1144,3801.627876847714
expand,1958,1130,3800.6630839163267
sin,1411,533,3799.1824265529713
aid,1926,1096,3797.3882145776715
cuhk03,762,54,3796.347544831875
simplicity,2442,1664,3795.0824499709843
aperture,1136,279,3794.076026250582
roughly,2206,1411,3792.143752055681
aging,1042,207,3791.1592885763225
siamese,1121,268,3789.0701936660016
video-clip,1199,334,3788.7518084607113
segmentation-algorithm,1566,701,3787.464257958284
benign,1056,218,3787.4204289958084
nonnegative-matrix,1073,231,3786.2411583696476
coronary,838,86,3785.011479397052
late,1804,967,3782.7515736749465
ence,2462,1694,3782.172565386461
weight-matrix,1378,506,3781.9634002946914
adjustment,1471,603,3779.2200059892134
region-interest,1800,966,3776.2264881352285
proach,2328,1555,3775.6356376684616
celeba,844,90,3773.74155653114
restricted,2121,1329,3773.015891019968
intel,2410,1646,3771.563378563129
affinity-matrix,1004,184,3771.156207847596
imagebased,1558,700,3770.3399075469706
cross-validation,1756,920,3769.59425781789
prior-knowledge,1770,936,3769.1299731904605
greatly,2260,1486,3767.92672240691
bridge,1580,726,3765.957529773523
pad,1261,398,3763.6000615774888
det,1097,255,3762.4948712503087
member,1695,857,3758.8820366276545
player,1052,221,3758.6957835494823
science-technology,2062,1272,3758.4521347436294
treatment,1609,762,3757.2095008201177
linear-combination,1796,972,3756.714095151884
model-learn,1882,1071,3754.061851111129
section-present,2558,1815,3753.165878220767
object-image,1742,913,3752.8455742748647
classification-problem,1847,1032,3752.759520999504
inspection,1543,692,3751.7759284455497
discriminant-analysis,1397,537,3751.041873879845
april,1662,825,3748.9468950844926
supervoxel,830,86,3748.877718257223
thread,1029,206,3748.843816770841
datadriven,1574,728,3747.326298702725
davis,1831,1019,3743.461932487646
flower,1145,300,3741.0412838668917
input-feature,1621,784,3739.0932961967055
outcome,1667,836,3738.1455223541952
wij,1118,278,3737.972991396344
peng,1809,997,3737.966853805384
phrase,1249,395,3737.234910614878
relax,1612,775,3736.945507918533
modelling,1616,780,3735.826006782298
gupta,1771,955,3735.6696500031567
subsequently,1986,1200,3735.647337470611
elastic,1254,401,3733.2909383276024
attention-mechanism,1133,292,3732.457350113494
degrade,1992,1209,3732.0490275296547
claim,1671,844,3731.2008716514774
feret,864,105,3729.980524528425
behaviour,1411,560,3729.457354209084
learning-algorithm,1822,1017,3728.6410877693907
number-feature,1683,859,3728.3474036866046
stain,960,162,3728.132259359717
trainable,1523,681,3727.5503169232647
intell,1496,652,3726.5702237009327
feasible,1952,1167,3726.1255741816813
smallest,1907,1116,3725.4413910731187
strongly,1868,1072,3724.392429385307
information-technology,1539,700,3724.360152576886
uniformly,1921,1134,3722.054593487677
regularization-term,1531,693,3720.387319939087
linearly,1954,1175,3716.593999748584
chan,1756,951,3711.3997285838436
diagnostic,1439,597,3711.397318163522
unify,1742,935,3711.367424250407
cybernetics,1850,1059,3711.0761222917636
aug,2153,1408,3705.618515036361
forensic,1188,348,3705.2115712416467
feature-descriptor,1315,471,3703.3152883011085
option,1674,862,3702.5735693464953
geometrical,1536,707,3701.816483075354
tilt,948,159,3699.2507482132414
painting,1022,211,3698.8319099716555
instance-segmentation,914,138,3696.0457707674445
feedforward,1653,842,3694.930112681577
flat,1449,615,3694.146052671153
double,1708,906,3692.7440506330004
flexible,2007,1251,3691.6134390282127
paradigm,1812,1027,3690.4464545919986
iclr,1581,763,3689.752673174706
paired,1278,439,3689.0339367895413
potentially,2071,1326,3688.751849999589
optimum,1575,757,3688.184091839059
monitor,1620,810,3683.93376952628
gaussian-kernel,1463,636,3680.7161646984478
hsv,1171,340,3679.4246525337244
compressive-sense,1151,322,3679.1897930590208
rectify,1812,1034,3678.1378191986514
perfor-mance,2383,1682,3677.752049508684
alleviate,1924,1164,3677.629435287919
average-pool,1402,572,3675.9436831879125
compress-sense,1161,333,3672.1558655006606
stochastic-gradient,1965,1215,3671.7362830113707
window-size,1388,559,3671.1461362208624
logic,1236,404,3670.490565112881
hand-gesture,914,142,3669.9297083535776
shortterm,1453,630,3669.3300909104805
simultaneous,1859,1094,3668.6834362395525
distorted,1163,336,3668.051152208213
iris-recognition,814,87,3667.1996865430897
annual,2099,1372,3667.042481306697
expectation,1617,816,3665.178036452827
decision-tree,1238,408,3664.2327272379744
optics,1584,779,3663.8813262923645
feifei,2002,1264,3661.7197897786236
target-object,1176,350,3661.045918276389
bundle,1029,225,3658.061080586972
local-descriptor,1229,402,3655.802265288961
drift,1193,368,3654.1405091718475
mod,2033,1305,3653.5228388767755
save,1790,1023,3652.6250842770287
classification-error,1203,378,3652.5164114643394
baseline-method,1449,634,3650.057783743257
coherent,1448,633,3649.8244800192983
sci,1681,898,3649.278479692645
document-analysis,1170,348,3649.0720019804094
segmentation-mask,1148,328,3648.4057972394417
dataset-image,1918,1175,3648.120415311046
upper-bind,1366,545,3647.604725798043
false-negative,1484,674,3647.4305944845573
growth,1490,681,3646.7826475480397
preliminary,1974,1241,3646.7570460632496
bandwidth,1268,444,3645.8079671482283
consumption,1302,479,3644.7756274001686
warped,1071,262,3644.3162633539328
pami,1374,555,3643.98447253029
image-class,1505,700,3642.0805910514705
segmen-tation,1705,930,3641.6802636570633
entity,1225,403,3640.860324062123
unlabeled-datum,1154,337,3636.2361226702055
conference-image,1787,1030,3634.3172498675244
exclude,1957,1230,3632.7751671455308
color-channel,1237,419,3628.36409376791
ding,1733,971,3626.7201017738444
captioning,1007,215,3625.6324164786574
tsne,1016,222,3625.4842977695666
number-sample,1703,938,3622.821685003148
visibility,1445,642,3621.862350135875
probability-map,1144,332,3621.826745469047
fourth,2138,1448,3619.909515051382
glaucoma,747,62,3618.4179911041874
aam,845,109,3616.3630252449893
emerge,1996,1286,3616.3039657333115
recognition-vol,1717,959,3614.5878167281344
spatial-pyramid,1283,471,3613.196589270207
pure,1568,786,3612.8454934029205
dem,733,57,3612.2358532678963
composite,1311,501,3611.098813655511
initially,2065,1371,3609.1486826855853
science-engineering,1750,1001,3609.04715397952
smoke,807,90,3608.305019100272
pixel-image,1976,1268,3607.921696180198
electrical,1845,1114,3607.6300086617666
cation,2302,1643,3606.7467142394785
soil,923,159,3601.696667300445
naturally,1978,1275,3600.683910694055
post,1729,982,3598.8722294229106
natural-language,1364,563,3597.942573648032
ijcv,1536,758,3594.8299055458065
plan,1795,1063,3593.9796234003034
semisupervised-learning,1207,401,3593.366955790603
motion-blur,1102,302,3593.225744335656
face-detector,986,206,3592.186592163313
feature-set,1390,594,3592.0214859235275
yolo,917,157,3589.8914378129275
image-pixel,2006,1315,3589.68784120517
kernel-function,1224,420,3587.3147784045227
simulate,1715,973,3585.5219564765343
nss,779,79,3584.661657700488
diabetic,902,148,3584.4173588011126
prob,2049,1369,3584.1755759460193
meth,2114,1445,3583.658799924267
title,1101,304,3582.6977507957804
begin,1964,1271,3581.370041053736
biology,1602,842,3580.9304540325993
canny,1098,302,3580.183182650227
minima,1335,539,3579.604743543828
mobilenet,810,95,3577.9243431765544
recognition-system,1371,580,3575.6219285477173
obvious,2039,1364,3574.1439340701822
dist,999,220,3573.862452487348
regularization-parameter,1370,580,3573.0138892125256
scientific,1950,1260,3572.790855633803
recent-work,2068,1399,3572.5826316897455
activity-recognition,1111,316,3572.226325136292
applicable,2087,1424,3568.440977688471
orl,794,88,3568.0221156575826
object-part,1054,267,3566.5449944697593
gradually,1745,1020,3565.924134131833
london,1510,743,3564.160804961639
tor,1920,1230,3564.0921415020025
palmprint,718,55,3563.961194012726
otsu,1048,263,3562.061250068932
datum-sample,1332,543,3561.712214239141
regional,1331,542,3561.4917130362414
vegetation,1037,254,3560.7812990669545
image-superresolution,1134,341,3559.835746282681
remark,1601,852,3559.7929399563404
deterministic,1273,481,3558.289814661316
label-image,1498,732,3558.179813306625
graphbased,1376,593,3558.1613026744844
blurry,1205,411,3557.7314402042052
internet,1567,813,3557.617027831765
indexing,1324,536,3557.4996596235446
contrastive,1004,228,3555.888697016759
gen,1921,1237,3555.0469104383747
logistic-regression,1211,418,3554.99465351708
penalize,1612,868,3554.259667203644
wearable,1007,231,3553.3502763077677
downsampling,1404,627,3552.2897409312327
house,1247,456,3552.172562634476
segnet,937,178,3550.559003468284
sufficiently,1851,1157,3549.2586480576024
torralba,1601,859,3546.6929253132826
propose-network,1371,594,3542.921911655508
annotate,1409,639,3538.2286449555672
null,1244,458,3538.1826287446734
preference,1174,387,3536.842583454509
dif,2063,1418,3536.115541373354
transaction-geoscience,1073,292,3534.798531925666
wavelength,1116,332,3533.1806363142105
january,1338,563,3529.36009057263
edit,1063,285,3527.6486887466353
essentially,1850,1171,3525.090038998588
france,1484,732,3524.9257963598343
random-variable,1387,620,3524.849621481125
recent-year,2298,1698,3524.812743136111
brain-image,1097,317,3523.745734345725
scene-classification,1114,333,3523.4983929093332
origin,1540,799,3523.067999167354
spline,1042,268,3522.043837466524
paper-present,2362,1773,3520.889631337916
radiomic,734,65,3520.7632439259564
blood-vessel,979,216,3520.2774613959177
classic,1470,718,3520.0588684352815
detection-performance,1209,429,3517.7191184431235
ity,2059,1426,3517.675566943409
rewrite,1606,881,3517.1557593502316
hough-transform,1002,236,3514.2501049738926
electronics,1627,909,3512.2412545903517
consecutive,1656,945,3510.525438610702
brat,789,92,3510.481021867926
der,2038,1407,3509.1351537368732
modern,1841,1171,3507.940952322379
subpixel,1078,304,3507.8548368372853
reconstructed-image,1190,414,3504.789743239062
authentication,1079,306,3504.0334413853057
increase-number,1954,1312,3501.0980028716194
graphlet,559,15,3501.0266358351023
colon,856,132,3499.555281820735
dehazing,702,54,3497.422541301806
laser,1113,340,3497.181586908655
phenomenon,1732,1046,3495.762791393707
machine-vision,1803,1133,3495.013049400462
alg,949,198,3494.977587227639
baseline-model,1162,389,3494.7011665220534
release,1696,1003,3494.2970397061804
vggnet,1065,296,3493.954003394551
performance-propose,1851,1194,3490.9918209869325
balanced,1389,638,3490.1807968329595
gamma,1129,358,3489.2133966821384
mog,654,38,3488.0967564697303
equally,2042,1428,3485.770158090087
straightforward,1970,1342,3485.227708764911
ple,1957,1327,3484.2259784105686
optic,884,153,3483.516493328254
ieee-signal,1749,1075,3482.2441302999005
management,1626,925,3481.711038183174
temperature,1044,281,3479.3521312518706
time-complexity,1208,442,3478.7471284385047
corrupted,1146,379,3476.426793762514
foggy,661,41,3475.2044409103637
discrepancy,1256,495,3474.7361532612294
emotional,910,173,3474.1760182532225
cortex,1162,397,3471.0464056481724
perceive,1415,678,3469.4670133702466
deep-residual,2028,1423,3468.984936822457
localized,1534,821,3467.675001115
subregion,1058,297,3467.420747325294
number-pixel,1709,1035,3467.4084427527478
proposed-system,1219,460,3461.766117134469
method-perform,1933,1314,3460.5266513160022
vgg19,956,211,3459.964095824758
human-face,1236,480,3457.439729850069
characterization,1405,672,3457.4367829835605
fergus,1837,1199,3456.9112091653046
briefly,2128,1551,3456.749322382211
easier,2044,1451,3456.524975873111
wellknown,1906,1284,3456.2107052430406
possibility,1902,1281,3453.406502260845
parent,1055,299,3450.5081779351804
xiang,1434,710,3449.920740111108
twostage,1280,533,3446.4588986447934
elementwise,1479,766,3445.9003128384256
recommendation,1125,368,3445.857563133553
disparity-map,810,112,3444.580539623966
brown,1484,773,3444.0499709746864
ilsvrc,1129,373,3442.8731025506613
nus,1126,370,3442.8175516636406
lecture-notes,1361,628,3441.3256175511556
evolutionary,1050,297,3441.2020649258593
artery,830,125,3438.485572186724
inpaint,978,234,3438.3999042601513
shah,1492,786,3437.7330842839015
solid,1509,807,3437.11534962737
image-training,1837,1213,3435.585928220628
glass,1240,493,3435.492248214855
surrogate,1014,266,3434.9971257696957
network-training,1814,1185,3434.9348646854237
aspect-ratio,1216,467,3434.8816281728414
lower-bind,1139,386,3434.347048895407
quantum,861,146,3433.2037634574513
tem,1659,994,3433.01885501328
occurrence,1552,862,3432.732484842151
dim,1064,313,3431.25556007622
differentiable,1371,646,3427.8673388157476
ject,1625,956,3426.002979231118
goodfellow,1544,856,3425.8226646394965
infant,822,122,3425.3121358670405
publication-date,639,37,3425.1355471701454
isomap,736,75,3425.034383344093
huge,1851,1238,3424.007538137451
multitarget,866,151,3423.980063260265
vision-task,1651,990,3423.1214802413024
string,1053,305,3423.0457122172857
truncate,1194,448,3422.3314023426224
misclassification,1158,410,3421.7861031210664
happen,1842,1229,3420.7990683238727
sample-class,1274,538,3418.4081112985687
reduce-number,1775,1148,3417.391279788325
pathway,973,235,3416.6719126240564
lesion-segmentation,950,216,3415.999579495528
isolate,1484,788,3415.528913729328
activate,1215,474,3413.9800421999707
counterpart,1562,885,3413.7194377971373
resnet101,914,188,3413.447684974556
mar,1969,1391,3412.846526966225
rendering,1140,395,3411.087108167303
conv5,1069,324,3410.4562736226035
arrow,1368,651,3409.8190656441757
density-map,751,84,3409.728230556471
camera-pose,927,199,3409.2859431850425
sect,843,138,3408.9349942636277
edge-map,910,186,3408.2418961671883
roc,1123,379,3406.655575388572
discuss-section,1767,1145,3406.612592688205
proximity,1210,472,3405.047028307306
closed,1443,744,3404.075100826253
detection-algorithm,1331,611,3401.9967082950175
severe,1560,890,3400.55972256921
frame-video,1325,605,3399.7366494291537
inverse-problem,1236,503,3399.589904029585
hmdb51,697,60,3399.0758449274617
adversarial-loss,977,243,3398.0118574975354
convolutional-feature,1208,473,3396.862236690109
salt,954,224,3395.688003080705
dai,1481,795,3395.526204959159
number-class,1555,888,3393.1588068755746
ventricle,890,174,3392.690804170629
fusion-method,1054,315,3392.293519101405
seismic,623,34,3392.052407494223
downsample,1468,781,3391.802680094048
pde,825,129,3391.7854033555946
editor,1508,831,3390.6439669659744
training-validation,1489,808,3389.71651113417
recognition-performance,1187,453,3389.0930968266284
multiply,1753,1139,3388.8320661744424
interested,1835,1242,3388.4911383979506
phd-degree,1328,614,3387.8242940568093
closely,1894,1317,3386.388165856803
conditional-random,1295,577,3384.126598030067
push,1380,678,3383.649808092537
detection-rate,1028,293,3383.0398849470425
illuminant,696,61,3382.6947278929097
visual-saliency,963,235,3381.557093378177
high-dimensional,1538,874,3380.5041030117395
pvalue,973,244,3380.103934676037
corr-vol,1109,374,3378.914110221171
binary-image,1265,546,3375.587305678788
imaging-vol,1271,554,3373.110397772688
sam,1585,938,3371.7982212154957
fscore,861,157,3370.661426343436
precisely,1729,1121,3369.978366076018
trait,997,268,3369.940216846569
achieve-performance,1705,1093,3366.3280456972143
age-estimation,749,88,3365.804237566158
cai,1570,924,3363.497926331936
assist,1566,919,3363.4255414454456
visual-object,1489,823,3362.3276334639245
texture-classification,1076,346,3362.1004421136167
arg-max,1293,585,3361.0960798098013
bangla,682,57,3360.9070285521216
supervised-learning,1505,844,3360.5369909248793
volume-page,1164,439,3359.9651818646525
amoeba,468,6,3359.916129727888
cor,1745,1148,3359.6325539327477
reliability,1374,683,3358.842723767625
patt,829,137,3358.3507191973863
adversarial-training,982,258,3356.5819124418836
radiology,1245,532,3354.557816991104
international-symposium,1632,1008,3354.3213918444653
test-dataset,1398,715,3353.501284661238
test-time,1284,578,3353.15774395667
hue,1024,298,3352.5493270801253
partbased,1211,495,3350.2432178338763
permutation,1024,299,3349.1188381095967
imagelevel,965,245,3348.3659052008047
rectangular,1343,651,3347.5051207310876
eye-movement,855,157,3347.172496543133
feature-fusion,1071,346,3346.477298795245
leg,1071,346,3346.477298795245
donahue,1810,1240,3345.2434120407424
worst,1496,842,3343.989987036685
ref,1093,370,3341.9179253715442
representation-learning,1276,574,3341.1269421183792
feb,1855,1300,3340.758345748966
lowlevel-feature,1259,555,3338.9930501569397
fish,885,181,3338.7248106076436
photometric,980,261,3338.416090781208
supplementary-material,1159,443,3335.0197980081794
modelbased,1302,608,3334.282108909231
minimization-problem,1202,492,3332.651644132217
pso,716,75,3331.9627968401774
pulmonary,892,188,3331.285924504709
geodesic-distance,897,192,3331.074143833764
satellite-image,980,263,3330.935138423238
vision-image,1775,1206,3329.9054340648013
large-amount,1777,1209,3329.242531084436
network-model,1541,908,3328.287335661557
germany,1385,712,3328.140495338357
repre,1819,1264,3327.0071416619962
connected-component,1148,434,3326.9302945171735
ablation-study,1174,463,3326.3416115742343
movie,1105,388,3326.1186195152413
send,1457,803,3325.9124400122228
handcrafted,1302,612,3325.7443733981318
berg,1660,1062,3325.2426733041407
recogni-tion,1682,1091,3323.997755776149
selfsupervised,819,136,3323.8398809037544
andrew,1403,737,3322.976803799482
fcm,718,77,3322.374128118695
implicit,1366,692,3321.4037059342972
board,1265,570,3321.1703135479197
spontaneous,838,150,3318.8421372048283
fiber,832,146,3317.5673997637628
small-number,1744,1176,3315.6811331170143
l1norm,983,270,3315.310506578241
icpr,1502,866,3315.188160314821
par,1523,893,3314.780346514064
val,1290,603,3314.2038121863256
perfect,1645,1050,3313.888682729956
kinematic,928,222,3311.465972765903
smart,1332,657,3307.866715769642
ultrasound-image,835,150,3306.960840770921
cal,1839,1304,3306.293405395458
jaccard,924,220,3305.5544605588684
closedform,1199,500,3304.994749031567
collision,892,194,3303.262677464535
work-propose,1950,1447,3302.948438596181
crossview,848,161,3298.434286537987
feature-image,1628,1038,3298.3546585101835
gpus,1369,708,3297.405359357528
singh,1460,823,3296.842407560329
cambridge,1606,1011,3296.1097848568584
locality,1194,498,3295.998029878679
wide-range,1777,1232,3295.7544445728354
subimage,962,256,3295.706174470931
upsample,1254,569,3294.492503775621
execute,1413,765,3293.9737377315473
retinopathy,792,123,3293.83540202086
submission,1004,296,3293.830816345661
image-obtain,1638,1055,3292.0055414423086
john,1630,1045,3291.45129716308
motivation,1780,1239,3291.2334516432456
significance,1476,847,3290.545314262132
retinal-image,815,139,3289.8237070651394
driving,1098,394,3288.198749318703
wear,1097,393,3287.9918360685224
learning-research,1800,1267,3287.9884651397106
neural-net,1663,1091,3286.4496241710676
personal,1502,883,3285.9888416684503
semantic-information,1172,477,3285.7617108728728
contact,1066,361,3285.6139861055563
bayes,1108,406,3284.9034212764354
dataset-consist,1823,1299,3284.530860418096
jin,1532,923,3283.7473288791916
color-texture,1193,502,3283.6935116151494
image-capture,1451,819,3283.5888479294576
demand,1723,1171,3283.097371456523
attention-model,923,225,3281.234574715039
response-map,795,127,3280.869880057431
incorrect,1426,789,3280.229394105743
illustrate-figure,1491,873,3278.9056373926983
corpus,1087,386,3277.55508529351
homology,640,47,3277.3886956940996
confusion,1188,499,3277.052075460918
percent,1221,538,3276.1980407343426
imbalanced,1079,378,3276.030929318389
optimizer,1594,1009,3274.637754895298
lena,921,225,3274.1246406419837
improve-accuracy,1649,1081,3273.966849182161
cup,931,234,3273.159827061555
coordinate-system,1137,443,3271.7148492970664
recogn,882,193,3270.7887343475936
department-computer,1668,1108,3270.5402931366666
photometric-stereo,649,51,3270.4679320990385
mouse,948,250,3270.2269817846113
segmenta-tion,1419,786,3269.5330071037906
unified,1691,1139,3268.976054706778
delay,1090,393,3267.0110312804827
lowrank-matrix,960,262,3266.6140175721525
miou,743,97,3266.492849949929
regionbased,1185,500,3266.4043182672285
dilated-convolution,890,201,3264.308652298982
videobased,1074,377,3263.6950978791006
vedaldi,1551,960,3263.5120732730916
book,1313,656,3262.6824311716446
watershed,899,209,3262.231134903783
testing-set,1303,644,3261.8894325539395
propose-deep,1374,733,3261.7684664256312
wrong,1438,815,3261.2104700563837
min-max,1330,678,3261.0538005529525
axial,1015,317,3260.348149827631
codeword,790,127,3260.235478296064
discriminative-feature,1344,696,3260.164694166468
weak-classifier,830,155,3259.943127104659
investigation,1657,1101,3259.4736014295913
incomplete,1310,654,3259.2277143301067
history,1301,643,3258.9044515573055
categorize,1623,1057,3258.785105994785
high-quality,1486,879,3257.7318559957116
hull,971,275,3257.021747174618
image-fig,1460,848,3253.152732292672
high-level,1591,1021,3249.6646263227713
workflow,1086,395,3249.5092977804306
sep,1708,1176,3247.2381739471675
diameter,1058,366,3246.403283439905
preprocess,1561,984,3246.0082465622236
emphasize,1659,1113,3245.4238720904073
method-outperform,1678,1138,3245.3188247488747
fast-rcnn,1064,373,3244.6563163099236
datum-association,798,135,3244.5025429143407
deform,1044,352,3244.163458711888
sensitivity-specificity,953,262,3242.794957027356
yin,1396,772,3241.627712635409
compare-performance,1825,1333,3240.98121635992
graphical-model,1207,537,3240.878698477432
cumulative,1248,587,3239.861188392183
matter,1494,901,3238.3378985988843
background-model,795,134,3238.2159728310367
regress,1093,407,3237.7438988454173
notion,1377,750,3237.3190577417868
win,1320,678,3236.5345990450355
action-unit,821,153,3235.2568337358557
thesis,1455,852,3235.1647268185357
perceptual-loss,847,173,3233.656140066461
bmvc,1494,905,3231.719947578052
bad,1340,706,3231.345949660055
fitness,859,183,3231.1983245800843
fcnn,702,79,3230.336949558078
address-problem,1762,1260,3228.3371731419284
section-describe,1923,1469,3228.198294899442
grey,1216,554,3227.1457464135237
reading,1142,467,3225.8510027741654
english,1055,370,3225.730476913979
morphology,1152,479,3224.8706012019925
european,1646,1110,3224.4352297247183
brox,1571,1011,3224.2767571669515
defense,1056,372,3223.0953051886436
sad,849,177,3221.885132528363
foreground-background,1149,477,3221.2800390724665
linear-svm,1155,484,3221.2748244778536
youtube,1020,335,3220.075645045163
action-class,817,153,3219.494315666497
conv1,1051,368,3219.196710091879
kmeans-clustering,1172,505,3218.9085590832874
hyperedge,534,19,3218.219597408057
end-end,1408,801,3217.570740262532
multiple-object,1142,471,3216.111071665297
insert,1388,776,3215.8779069458324
decade,1886,1431,3215.5143112052538
projective,949,266,3214.8050023229202
srcnn,738,101,3214.688828355432
perceptron,1181,518,3213.609884034148
spie,1468,882,3213.2690618407373
phoneme,734,99,3211.945530030565
environmental,1155,488,3211.7685979751777
numerous,1715,1210,3211.6664372423343
fidelity,1165,500,3211.2751314610305
woman,1058,379,3209.476045201344
rapid,1665,1146,3208.5125115265787
frame-frame,1143,476,3206.8574750842654
block-size,942,262,3205.365004742675
region-image,1477,900,3203.129541577289
arise,1629,1102,3202.9160964523253
dash,1416,820,3202.6565474388876
distance-measure,1178,520,3200.9071027904943
decoding,1010,331,3200.638553988577
throughput,790,137,3200.3583451941317
evolve,1245,603,3198.592051296105
excellent,1586,1048,3198.0557181278477
global-feature,1044,368,3197.755818587937
output-image,1244,603,3196.0229010541
stationary,1186,532,3195.5868039770676
valence,657,61,3193.1471784851174
twodimensional,1359,753,3189.576004656854
blood,975,299,3188.858268707868
largescale-image,1933,1515,3185.3843612844025
adv,1004,330,3184.6626834086496
apr,1509,955,3183.0183522613006
train-test,1382,787,3182.5237610148965
journal-machine,1690,1199,3180.2830394607317
labelling,1061,393,3180.090554301461
largely,1603,1083,3179.6742383449514
academy,1431,854,3178.4459665141762
high-frequency,1137,481,3178.1425917281354
globally,1385,794,3177.167808816661
foot,910,240,3176.289949004989
step-size,1153,501,3175.89392230725
image-generate,1461,896,3174.9385846312093
arousal,670,69,3173.763825870336
spine,741,109,3171.272191368683
