word,tf,df,tfidf
action-space,962,287,3106.031194778976
daniel,1378,761,3105.421545731618
ethical,725,100,3105.200146963525
dynamic-programming,1083,412,3105.1575884402523
globally,1318,687,3105.0374234286633
intent,860,196,3104.6775825130744
simulated-datum,1064,392,3103.627385691092
number-parameter,1316,686,3102.2426527475445
international-joint,1604,1048,3101.439874544752
hand-side,1184,529,3098.78426448252
operations,1276,639,3098.5113321908743
gait,695,84,3097.8847104651372
encourage,1439,842,3097.3393695290692
port,1251,610,3095.9071387738695
rbf-kernel,994,322,3094.9714059551507
inversion,1140,480,3094.437395010518
chart,1006,335,3092.5187856677358
semi,1223,578,3092.515716403175
source-separation,838,181,3091.975170078547
succeed,1167,513,3090.1331736737234
knowledge-representation,1048,380,3089.539232433852
sutskever,1551,989,3088.8328472799135
average-number,1198,550,3088.78733868775
glass,986,316,3088.608180657957
dynamical-system,1012,343,3087.0801173805517
optical,898,233,3086.5754432646113
process-model,970,301,3085.6617685049628
positive-semidefinite,1141,485,3085.3278737705127
set-feature,1282,653,3085.296765472954
son,1189,541,3085.200069611555
absence,1540,978,3084.150610187116
datum-generate,1388,786,3083.0923336878323
selective,994,326,3082.6996451477853
cla,1425,833,3082.5190017356563
journal-royal,1476,898,3081.9393694535665
class-files,609,46,3081.27415625425
tem,1571,1020,3080.1763822926046
reality,1261,630,3079.973650659569
violation,984,317,3079.234248016498
parameterize,1336,723,3079.2069874598005
worstcase,1031,366,3078.1242557333194
language-model,954,288,3076.8831493183993
analyst,906,243,3075.9999458717134
pattern-timeseries,467,10,3075.4844365412764
jain,1232,598,3073.3645927654097
extreme-point,656,67,3072.384037354021
kmeans-algorithm,938,274,3072.022005632801
set-size,1194,555,3067.668688704054
deduce,1172,529,3067.3776672073595
lagrange,1064,406,3066.2902214119003
ordinary,1225,593,3066.187828760189
latent-factor,860,205,3066.067607392288
mml,598,43,3065.948843945353
function-class,903,243,3065.8145155873704
star,1059,401,3065.0038073532123
dirichlet-process,801,158,3064.3134805808722
blanket,658,69,3062.396725392408
feature-subset,874,218,3062.242372774026
retrain,1080,426,3060.4667672005044
signal-process,1008,348,3060.290410813993
sequentially,1416,835,3059.6547755915008
multimedia,1190,554,3059.5378198022095
state-art,1333,730,3059.4487296376765
inverse-problem,1042,385,3058.2299217282625
variable-argument,500,16,3057.8080746076207
radial,1189,555,3054.822504915511
sig,1305,698,3053.6814281439083
intel,1734,1246,3052.7263724346203
eda,595,43,3050.567829678069
jacobian,828,182,3050.516096665172
tan,1297,690,3049.912716201242
resampling,884,230,3049.9109972781353
harmonic,1192,561,3049.712887391333
centre,1314,712,3048.646825496564
award,1189,558,3048.412785888643
neural-computation,1648,1140,3047.8463519495613
kxi,920,264,3047.2753068440097
publication-date,597,44,3047.0970968094466
alarm,784,149,3045.2587153594977
cluster-center,835,189,3044.7923100901426
aware,1325,728,3044.7225658172956
belief-network,950,294,3044.393848910524
command,975,320,3041.886778769719
sam,1525,986,3041.6864881998904
analogy,1126,487,3040.1332826673593
model-performance,1224,605,3039.1631300311974
canonical-correlation,767,138,3038.0495598904263
amazon,960,306,3038.034978722536
observational,888,237,3037.0885205240634
applicability,1346,759,3036.8493646039424
snp,629,58,3036.662210511511
india,1051,403,3036.6209932932647
deepwalk,672,79,3036.6047167599368
gamble,550,29,3036.4999728077014
gpr,592,43,3035.186815410784
availability,1399,828,3034.699212180598
intend,1517,981,3033.4423688366137
image-processing,1364,784,3033.2575409066944
inequality-hold,1135,501,3032.2646043701293
cij,786,153,3032.204822749193
appendix-proof,1185,562,3029.693080550178
hyperspectral,788,155,3029.6864465741915
identifiability,853,208,3028.71877336591
script,956,305,3028.505798674316
vector-space,1147,517,3028.2658104977427
division,1247,639,3028.0906200956274
wide-range,1592,1082,3027.4083519813644
personalized,1022,375,3026.426980085273
communicate,1162,536,3025.930165466464
learning-icml,1280,682,3024.8642734227974
automation,1271,671,3024.262818528326
resample,915,266,3023.8083348460914
image-classification,1224,613,3023.084081075025
maxi,1289,695,3021.793710372507
component-analysis,1101,466,3021.165180299644
krr,602,48,3020.2363240493737
rasmussen,968,320,3020.0475916400906
orbit,614,53,3019.5985561523808
augment,1353,778,3019.190203865282
esn,563,34,3018.718367270279
turing,859,216,3017.6038323791668
alpha,869,225,3017.2587837787737
hyper,1286,694,3016.6125234794085
broad,1440,892,3016.423783980019
benchmark-dataset,1107,476,3014.125228066528
gas,915,269,3013.5465450456627
random-field,958,312,3013.1032129324276
theoretically,1574,1069,3012.2046617167844
unify,1328,750,3012.078851019957
ddimensional,1166,548,3010.52989553517
siam-journal,1379,817,3009.7582059245324
passive,898,254,3009.081802783964
complicated,1571,1070,3004.99457302254
kkt,852,213,3004.929625295249
illustrate-figure,1378,819,3004.2064453154912
pay,1358,794,3002.70287506231
statistical-society,1415,868,3002.6486168644615
restart,900,258,3001.7207578800644
mrmr,580,41,3001.2870267554144
clip,932,290,2999.4779199782365
hall,1474,947,2999.4511171684235
contrary,1509,993,2999.0985789814636
anal,1460,929,2998.980353656129
deeper,1384,830,2998.8223721995005
synthetic-dataset,990,351,2997.144461509265
exception,1446,912,2996.9288184764796
death,932,291,2996.26965519225
exploratory,1085,458,2996.0492207648085
datapoint,807,177,2995.628497077123
arima,701,101,2995.432132584248
jensen,1120,500,2994.4283857967707
profit,1163,552,2994.3258876819295
appl,1155,543,2992.7153620068557
tissue,878,240,2991.842902443241
concentrate,1419,880,2991.6535258915515
underlying,1412,871,2991.410807178758
extract-feature,1161,551,2991.2817423327474
live,1191,588,2991.1702069556673
nontrivial,1382,832,2991.1626991359303
section-show,1618,1141,2990.945035937388
graph-structure,964,326,2989.6604204451355
overhead,1140,527,2987.944928121573
richard,1315,747,2987.8636875137
mirror,902,264,2987.654703014453
correlation-coefficient,1019,387,2985.4460018153204
paper-present,1804,1385,2985.168012911785
publicly,1360,807,2985.0384363317003
promote,1271,693,2983.2592626489663
cache,853,220,2980.87445831257
preprocess,1370,823,2980.090678965795
order-magnitude,1220,630,2979.831763524722
stochastic-optimization,1292,722,2979.584214470358
bellman,871,237,2978.9460601086253
simulation-study,982,349,2978.5365561660487
number-class,1177,577,2978.2367860225286
corrupt,1029,401,2978.1765040287587
false-alarm,801,176,2977.894422009914
null-hypothesis,934,300,2974.2505186100993
numerous,1561,1078,2974.239049298271
perfor-mance,1657,1204,2973.9840069364263
learn-rate,1212,623,2973.833923433094
greatly,1568,1088,2973.0980402533633
college,1339,787,2972.548698247372
remainder,1648,1194,2971.5756717240793
conjecture,1067,448,2969.90021885572
secondary,1041,418,2969.685099926407
inequality-follow,1043,421,2967.9316353968647
simultaneous,1223,640,2967.898978108896
possess,1279,712,2967.442381895057
popularity,1198,609,2966.7111512866604
frontier,1032,409,2966.4733863054116
class-class,1080,465,2965.8608631370794
implicitly,1539,1055,2965.512682513533
con-straint,1084,470,2965.2518395979955
ntl,450,10,2963.5289003074395
front,1078,465,2960.368528205344
condition-hold,1113,507,2960.239274932453
alert,754,143,2959.721621861117
plug,1180,590,2959.5371547752034
constrain-primal,361,2,2958.4158264131224
allocate,1084,473,2958.3546795319894
autoregressive,997,373,2957.7265724557733
explanatory,926,298,2954.9691424633465
gorithm,1581,1118,2954.7438922469055
delete,1087,479,2952.840145885945
twodimensional,1158,566,2952.4492985856305
formal-concept,586,47,2952.301560070549
mine,1263,700,2951.7882894878735
continuously,1344,806,2951.586797306642
computational-time,1062,450,2951.2526405894782
feasibility,1117,516,2951.2235843723543
mcp,593,50,2950.8758465539377
pareto-front,600,53,2950.74777474174
matrix-colour,360,2,2950.2207687222276
container,651,78,2950.0039251422954
large-dataset,1273,715,2948.1691245127718
evaluation-metric,1177,592,2948.029824444087
follow-section,1938,1585,2945.498728808377
reproduce,1244,679,2945.27417740703
determination,1193,614,2944.574462366301
gps,768,157,2942.944562769957
spherical,873,249,2942.666474166545
tabu,687,100,2942.4448289157817
cheng,1270,715,2941.221357526489
linear-function,1178,597,2940.6269789975313
oppose,1418,911,2940.452679408601
regret-bound,793,178,2939.192107682209
ent,1417,911,2938.379017434406
wall,936,314,2937.927924871776
annealing,895,272,2937.7505106173276
race,834,214,2937.538866265265
text-classification,972,353,2937.1281837151173
performance-metric,1067,462,2937.0668590582936
jin,1225,660,2935.0571696323254
sbm,585,48,2934.947258420072
department-computer,1480,998,2934.028360812467
quantification,934,314,2931.6503011006826
suit,1483,1004,2931.086578094565
exhaustive,1185,611,2930.6328760558613
corruption,763,156,2928.6601833887858
dna,904,284,2928.2644924976103
door,866,247,2926.0551191602212
sdp,658,85,2925.1742786467767
vulnerability,762,156,2924.82183452458
kumar,1328,801,2924.7127315854887
seismic,638,74,2924.681178524044
journal-tex,614,62,2923.297278655698
local-minima,1023,416,2923.2425622512155
algorithm-solve,1285,745,2923.14453920197
coding,1071,473,2922.876256253469
intractable,1312,782,2920.9713717535415
opposite,1378,870,2920.96266721321
fuzzy-number,605,58,2920.795925849705
smola,1302,769,2920.534300338091
microarray,919,302,2920.3778478996605
doctor,842,226,2919.7780323778643
transaction-information,1275,734,2919.3621996216466
fscore,694,108,2919.015109165577
feature-width,401,5,2918.7855505673897
table-concrete,389,4,2918.2431885203664
psnr,615,63,2918.2181392140465
alzheimer,689,105,2917.394475173977
helpful,1580,1144,2916.5515452341415
decade,1574,1136,2916.521692401759
yan,1337,818,2916.454969097492
restricted-boltzmann,909,293,2916.1013265561014
approach-base,1528,1075,2915.6210064049005
tree-search,877,261,2914.8712750440527
interestingly,1453,975,2914.380032864276
james,1287,753,2913.947721384151
conjunctive,726,131,2913.44348003231
imprecise,840,226,2912.8426926334987
energy-consumption,749,149,2909.3096655666627
current-state,1194,634,2908.770164919249
edit,869,255,2908.492012551742
section-discuss,1590,1164,2907.4537166301866
prediction-performance,1037,439,2907.442560339906
systems-nips,1071,480,2907.142500049355
user-preference,834,222,2906.929926312008
predict-label,1035,437,2906.5611850320124
expertise,960,351,2906.32190206959
cone,859,246,2905.888195213965
lift,866,253,2905.270121442017
dependency-determine,399,5,2904.228016649348
fuzzy-rule,678,100,2903.897516746579
constraint-obtain,616,65,2903.7116425605814
step-algorithm,1163,597,2903.182662626595
mutual,1027,429,2903.0701472452347
formalism,1046,452,2902.1507354374394
mechanical,1011,411,2901.177385185335
web-service,661,90,2900.729227943465
perplexity,640,78,2900.157468649876
expressive,1087,503,2899.697180373193
dij,754,155,2898.963934919975
benign,750,152,2898.2432629565596
ijk,650,84,2897.3022471976105
domain-knowledge,1071,485,2896.0439551342847
liang,1211,663,2896.0215862169525
time-window,859,249,2895.475946516681
cohort,764,164,2894.2905709339498
higherorder,932,325,2893.2818702647655
frank,1196,645,2893.069647372463
section-introduce,1634,1235,2891.1646689900717
correlation-matrix,816,210,2889.535430041844
curriculum,665,94,2889.3652093080377
warping,746,151,2887.710075841513
fluid,794,191,2886.9295660662638
bucket,674,100,2886.7653780047117
substantially,1313,805,2885.137085969871
subnetwork,736,144,2883.93619690296
section-provide,1541,1117,2881.3665345465515
parameterization,897,292,2880.671609060507
long-shortterm,1079,502,2880.5035271525935
los,935,333,2879.8583266787314
adversarial-attack,646,84,2879.4726949071637
cyclic,904,300,2878.7178467061344
food,901,297,2878.219932119743
irl,600,60,2876.316185539753
latent-representation,839,236,2873.049002734277
fullyconnected,964,368,2872.8375436877923
precede,1183,639,2872.679393402668
model-training,1184,641,2871.407690808673
information-gain,896,294,2871.3440932882413
background-knowledge,802,202,2871.1096135911616
ddpg,572,48,2869.7262082329594
infor,1557,1148,2868.66085465407
luo,1149,597,2868.234634013721
sparse-code,763,169,2867.5875974338774
cambridge-university,1645,1269,2865.952564153344
gradient-boost,842,241,2865.6694837659975
make-prediction,1161,614,2865.591744180449
solution-problem,1304,805,2865.360822623543
experiment-show,1476,1040,2865.253825875736
ilp,634,79,2864.8919500383927
orient,1010,425,2864.4768595559117
eye,955,362,2861.715429945935
recent-work,1492,1065,2860.8723916207537
stem,1170,629,2859.5661292628606
importantly,1411,955,2859.3823722047264
shi,1224,701,2858.8931089306093
tic,1468,1035,2856.798707329152
fnn,608,66,2856.718478692587
word2vec,760,169,2856.3126789642815
low-dimensional,1085,521,2856.213490226296
groundtruth,938,345,2855.8915062493957
mil,621,73,2855.1999122204184
trainer,549,40,2854.429654120256
datum-structure,1114,559,2854.1297137061147
slower,1297,803,2853.205654288214
grey,906,311,2852.4612351038645
springerverlag,1386,927,2849.964309962386
theoretical-analysis,1163,625,2849.8770968587564
cao,1120,569,2849.6433698081346
convenience,1372,908,2849.5897961953165
directional,854,258,2848.2994746995278
ahead,983,400,2847.495738833141
truck,652,92,2846.9034239527005
grid-search,1021,446,2846.431523743093
index-index,650,91,2845.274487209812
tutorial,1289,797,2845.274398344937
correctness,1022,448,2844.6466950989184
premise,876,282,2843.756873252812
parameter-set,1345,875,2843.304424956014
beijing,973,390,2843.162562758385
receptive,760,172,2842.9398999275927
lung,755,168,2842.0018734990817
prove-theorem,1126,581,2841.4093330431033
wainwright,926,337,2841.080917461064
justify,1324,848,2840.40928801797
pearson,1059,496,2839.8450524691707
start-point,1232,723,2839.50823993299
spurious,825,232,2839.210687325688
similarity-matrix,793,202,2838.8901790246773
deliver,1154,620,2837.0921440019315
neuroimage,799,208,2836.98276661121
sparse-coding,802,211,2836.150083859123
android,649,92,2833.8041750694824
nesterov,814,223,2833.5609433958516
kernelbased,948,365,2832.9155269431594
kullbackleibler,1111,566,2832.6175913027937
likewise,1172,647,2831.386252190231
singh,1221,713,2831.1613337207273
loan,812,222,2830.2483215411876
time-period,940,357,2829.8409442948605
alternatively,1469,1056,2829.2373071603706
transaction-neural,1209,698,2829.0427943494137
contact,968,390,2828.552272096728
imbalanced-datum,789,201,2828.486071119402
optimistic,834,244,2828.1245628989586
belong-class,1195,680,2827.50392757542
learn-method,1222,717,2826.6436757053016
den,1273,787,2826.0302411268895
fund,1390,949,2825.5865412546814
corpora,873,285,2824.779798405703
mortality,717,141,2824.5820514321044
push,1086,538,2823.976094064457
transaction-signal,997,427,2822.926595651719
timevarying,901,316,2822.3488547391676
packet,719,143,2822.334013419288
wordnet,619,76,2821.07487779342
reduce-number,1333,873,2820.9869977153553
solomonoff,606,69,2820.3836103158046
feature-representation,981,409,2819.8744108193882
eigenaxis-component,344,2,2819.0998456679063
delta,986,416,2817.5143366370467
knowledge-data,1112,576,2815.692098364154
standard-error,885,301,2815.26872693494
fol,1188,678,2814.440409215377
fly,865,280,2814.2042070671937
synthesize,908,327,2813.206188106454
recent-year,1526,1147,2812.8754251009445
problem-min,1107,571,2812.6829376115065
summation,1185,675,2812.5882339902537
annals,1452,1046,2810.311481357384
science-technology,1284,812,2810.296618180654
approximator,853,269,2809.3499485507655
unfold,853,269,2809.3499485507655
separability,848,264,2808.792891525783
discriminate,1143,621,2808.2067414231246
intrusion-detection,740,163,2807.8964562797123
lim-lim,832,248,2807.8137362413136
rec,908,329,2807.6695855862026
lawrence,1172,661,2806.2966090391105
minus,1186,680,2806.2089189158564
diff,626,82,2805.4100007434217
exam,1210,715,2802.266017800828
algorithm-learn,1218,726,2802.197615375616
associate-constraint,544,42,2801.8911777253797
street,962,394,2801.203511595119
binomial,873,293,2800.612165108335
young,1145,628,2800.286087209913
subspace-clustering,673,113,2800.229876495825
seq2seq,546,43,2799.344596645757
model-model,1211,719,2797.8259951318446
gtd,431,11,2797.323437021017
highdimensional-datum,1063,522,2796.261132437444
ghahramani,1071,533,2794.97097204671
phoneme,734,161,2794.1915717493907
winner,866,288,2793.0616428823205
datasets,1223,739,2791.995200469842
knowl,1251,779,2789.972475805927
demographic,859,282,2788.569810644025
repre,1431,1034,2786.1782022492935
amount-datum,1233,757,2785.1517150156687
summarization,742,170,2784.2855743283326
usps,636,91,2783.9916521006776
entailment,631,88,2783.2577439523707
engineer,1146,639,2782.832277970801
recursively,1203,717,2782.694224119049
instantaneous,872,298,2782.649127676067
linear-system,913,344,2782.425214456523
coin,918,350,2781.7894361798953
network-learn,1203,718,2781.0175687953783
real-number,1195,707,2780.9731756423475
leastsquare,985,431,2779.765329631006
simplest,1415,1018,2777.0926891975446
pretrain,781,207,2776.8346270661195
convolutional-network,1004,456,2776.7749101883987
bear,1265,807,2776.5247220291185
transductive,750,179,2775.6142992107007
weka,771,198,2775.5520752263355
respond,1312,874,2775.043338488927
mistake,976,423,2772.652707790935
latency,792,219,2771.3134481777092
stochastic-approximation,802,229,2770.495260056428
function-approximation,1004,459,2770.1912800400555
permit,1237,772,2769.915537609215
set-variable,966,412,2769.6973503539093
healthy,877,308,2769.65816259823
infinity,1155,659,2769.090944180155
extreme-vector,369,4,2768.2049783136636
ward,1145,646,2767.9291459849214
l1norm,818,246,2767.190388457536
regression-tree,842,271,2766.884454584421
parameter-vector,978,428,2766.841879004015
sigkdd-international,1143,644,2766.6385241358144
ols,598,71,2766.063946659397
learn-task,1071,548,2765.2465850070043
denote-number,1320,892,2765.055135315017
yeast,725,160,2764.447515760367
exist-method,1182,699,2764.1709807394727
statistical-model,1105,594,2763.964735062077
inherent,1342,924,2763.8393373495
average-reward,726,161,2763.7371676976263
overcomplete,760,191,2763.3078969903786
ring,886,321,2761.452681015956
discovery-data,1185,705,2761.0583763416635
interference,841,272,2760.5007591387402
pan,1099,588,2760.1142379884786
onedimensional,1036,505,2759.5377140981304
prediction-task,936,380,2759.3594671355772
reasoner,635,94,2759.017906632487
abc,685,130,2754.1592383846164
professor,1041,515,2752.443527593729
tree-structure,867,303,2752.2672811748816
assembly,687,132,2751.7118258727633
feature-learning,968,423,2749.926046251665
metadata,832,266,2749.5175241442053
submodel,628,91,2748.972889181172
msd,518,36,2747.827313293437
office,988,449,2747.807799908215
sharp,1045,523,2746.9114607226543
mimo,632,94,2745.983176364932
algorithm-selection,638,98,2745.4654565964793
devise,1134,644,2744.8539688276587
node-node,990,453,2744.5896185122688
mds,636,97,2743.382115917243
peng,1108,610,2742.0184730307333
spot,861,300,2741.7876836437854
valuable,1377,990,2740.9184013054346
stone,994,460,2740.4365116800504
sophisticated,1306,889,2740.1285725391
gmean,511,34,2739.902461234658
sit,978,442,2735.363299611023
paul,1151,673,2735.3049326236496
robotics,936,390,2735.0464118621253
cal,1432,1074,2733.773342025056
equip,1174,706,2733.76423027113
substantial,1284,862,2733.571287416067
archive,868,311,2732.8215806513845
xie,1105,611,2732.784243073187
dif,1428,1070,2731.465468030673
contents,1015,492,2730.0720472871553
likelihood-ratio,710,155,2729.793625720401
localized,892,340,2728.8592544295752
base-learner,690,139,2728.074347443788
yao,1064,558,2727.932047254429
ndcg,571,61,2727.8560051578575
qvalue,693,142,2725.137825000657
damage,862,307,2725.0898407740656
oil,675,128,2724.4178600863984
fingerprint,695,144,2723.28214245592
govern,1074,574,2723.2080602954798
datum-collect,1147,675,2722.3955311281193
oxford,1147,675,2722.3955311281193
enumeration,780,221,2722.23289255107
tth,951,414,2722.0842916458523
neural-net,1156,688,2721.7049347510606
psychological,957,422,2720.9419764499935
number-datum,1075,577,2720.1398003179424
completeness,1109,624,2719.3284439219246
texture,819,262,2718.9656411413252
beneficial,1286,875,2718.579546835267
making,1048,542,2717.3999357761145
originally,1446,1107,2716.7389274272737
female,893,346,2716.2971240827874
kwk,710,158,2716.1829852839196
regulation,852,299,2715.9726259508143
automl,522,40,2714.047867852047
readily,1198,753,2712.4392930988442
yin,1025,514,2712.131146149854
fastica,464,21,2711.468649251462
iter,859,309,2710.0278277247007
bij,658,118,2709.3283225189975
glm,628,97,2708.87416477363
bidding,557,56,2708.6092216609695
cat,955,425,2708.4904959167284
number-variable,972,449,2703.308888168811
base-approach,1203,766,2703.168310162461
indirect,925,390,2702.9037724064806
newly,1160,705,2702.8081996255946
switching,876,332,2700.7692346237554
inlier,486,28,2700.2161755819916
datum-model,1125,658,2698.8749326459188
restaurant,711,163,2697.857270830913
bike,544,51,2696.2703058694988
ver,912,377,2695.835231814395
learning-theory,1151,697,2694.973799259368
atp,485,28,2694.660175220712
kxt,629,100,2694.0288171586994
raise,1266,863,2693.782368350439
consume,1019,516,2692.297969986955
ksvd,610,88,2690.6295147558576
graph-embedding,652,117,2690.1721707005377
time-slot,631,102,2690.0994287057442
mlc,496,32,2689.5446084530267
government,937,411,2688.8261225703845
host,847,303,2688.7778398559685
neutral,803,255,2687.5938850161665
nmse,540,50,2687.1382076545133
classification-method,995,487,2686.4410446305706
isbn,1058,572,2686.3317011195877
rapidly,1291,905,2685.6284767318293
meth,1369,1019,2685.468510540016
trade,1153,706,2684.8638479579326
analytically,1052,565,2684.050855604628
micro,763,215,2683.9035014587757
largely,1298,920,2678.8528994326934
dynamically,1076,601,2678.8202921257207
considerably,1214,798,2678.2008766423296
sake,1260,865,2678.09895929916
agents,866,329,2677.7994065172375
boyd,991,486,2677.678281326538
vincent,1114,655,2677.5765743032243
moderate,1047,562,2676.868063574714
render,1102,639,2675.9870596193914
woman,761,216,2673.3370389296224
favor,1177,748,2672.7338286266017
johnson,1134,687,2671.5572368498515
wilcoxon,748,204,2670.4234884528832
late,1233,831,2670.154069447275
classification-system,708,167,2669.3094297990933
model-predict,1123,673,2668.7640654529614
snapshot,820,280,2667.800519994334
graphic,959,449,2667.153522380545
modulation,696,157,2667.0435100102736
jul,1318,959,2665.409583881348
likelihood-function,886,358,2664.7972901581293
meter,775,233,2663.8039738642246
dendrogram,596,83,2663.741101140421
preferred,839,303,2663.3820633284035
increment,969,464,2663.122389332675
iclr,917,398,2660.907378278426
manipulate,993,497,2660.857541440885
institution,764,223,2659.5092883961065
replication,821,285,2656.5225824640115
neighbourhood,786,247,2655.7497963740575
hundred,1237,847,2655.2256667052716
mutually,1086,629,2654.263945623476
tables,1063,597,2653.553886820353
nrmse,468,25,2653.2459938026327
monotonically,1007,520,2652.816692298706
centralized,722,184,2652.100300196839
progression,787,250,2649.627491477515
